OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2007-052F","SL-12 R/B(AUX MOTOR)","32280","CIS","341.30","65.33","18914","685","MEDIUM","0","2007-10-26",""
"2007-052D","SL-12 R/B(2)","32278","CIS","674.81","65.63","19152","19062","LARGE","0","2007-10-26",""
"2007-052C","COSMOS 2431 (GLONASS)","32277","CIS","675.39","65.65","19158","19085","LARGE","0","2007-10-26",""
"2007-052B","COSMOS 2432 (GLONASS)","32276","CIS","675.73","65.66","19158","19102","LARGE","0","2007-10-26",""
"2007-052A","COSMOS 2433 (GLONASS)","32275","CIS","675.73","65.64","19137","19123","LARGE","0","2007-10-26",""
"2007-048D","GLOBALSTAR M068","32266","GLOB","114.03","51.99","1412","1410","LARGE","0","2007-10-20",""
"2007-048C","GLOBALSTAR M066","32265","GLOB","117.04","51.96","1551","1544","LARGE","0","2007-10-20",""
"2007-048B","GLOBALSTAR M070","32264","GLOB","114.07","51.97","1414","1413","LARGE","0","2007-10-20",""
"2007-048A","GLOBALSTAR M067","32263","GLOB","116.06","51.98","1505","1503","LARGE","0","2007-10-20",""
"2007-047A","NAVSTAR 60 (USA 196)","32260","US","717.99","54.01","20617","19748","LARGE","0","2007-10-17",""
"2007-046A","WGS F1 (USA 195)","32258","US","1436.14","0.08","35788","35787","LARGE","0","2007-10-11",""
"2007-044D","ARIANE 5 DEB (SYLDA)","32255","FR","634.88","4.26","35614","568","LARGE","0","2007-10-05",""
"2007-044C","ARIANE 5 R/B","32254","FR","577.80","4.62","32840","363","LARGE","0","2007-10-05",""
"2007-044B","INTELSAT 11 (PAS 11)","32253","ITSO","1453.85","3.26","36159","36108","LARGE","0","2007-10-05",""
"2007-044A","OPTUS D2","32252","AUS","1449.55","1.78","36065","36034","LARGE","0","2007-10-05",""
"2007-043B","DELTA 2 R/B(2)","32250","US","","","","","","0","2007-09-27","HELIOCENTRIC ORBIT (SUN)"
"2007-043A","DAWN","32249","US","","","","","","0","2007-09-27","HELIOCENTRIC ORBIT (SUN)"
"1999-025CWT","FENGYUN 1C DEB","32245","PRC","97.39","98.65","700","567","SMALL","0","1999-05-10",""
"1999-025CWR","FENGYUN 1C DEB","32243","PRC","102.47","98.26","1069","683","SMALL","0","1999-05-10",""
"1999-025CWQ","FENGYUN 1C DEB","32242","PRC","103.93","97.27","1062","827","SMALL","0","1999-05-10",""
"1999-025CWP","FENGYUN 1C DEB","32241","PRC","100.75","99.07","897","691","SMALL","0","1999-05-10",""
"1999-025CWG","FENGYUN 1C DEB","32234","PRC","103.27","98.53","1012","814","SMALL","0","1999-05-10",""
"1999-025CWF","FENGYUN 1C DEB","32233","PRC","102.61","97.69","1066","698","SMALL","0","1999-05-10",""
"1999-025CWC","FENGYUN 1C DEB","32230","PRC","98.75","98.87","736","662","SMALL","0","1999-05-10",""
"1999-025CVX","FENGYUN 1C DEB","32225","PRC","101.90","99.08","900","797","SMALL","0","1999-05-10",""
"1999-025CVW","FENGYUN 1C DEB","32224","PRC","100.40","98.99","831","724","SMALL","0","1999-05-10",""
"1999-025CVV","FENGYUN 1C DEB","32223","PRC","101.31","98.83","856","785","SMALL","0","1999-05-10",""
"1999-025CVU","FENGYUN 1C DEB","32222","PRC","100.55","99.12","849","720","SMALL","0","1999-05-10",""
"1999-025CVT","FENGYUN 1C DEB","32221","PRC","98.70","98.57","799","594","SMALL","0","1999-05-10",""
"1999-025CVS","FENGYUN 1C DEB","32220","PRC","103.62","99.27","1097","763","SMALL","0","1999-05-10",""
"1999-025CVR","FENGYUN 1C DEB","32219","PRC","101.34","98.84","885","760","SMALL","0","1999-05-10",""
"1999-025CVQ","FENGYUN 1C DEB","32218","PRC","98.88","98.81","749","662","SMALL","0","1999-05-10",""
"1999-025CVP","FENGYUN 1C DEB","32217","PRC","98.90","99.12","730","682","SMALL","0","1999-05-10",""
"1999-025CVN","FENGYUN 1C DEB","32216","PRC","95.95","99.53","579","549","SMALL","0","1999-05-10",""
"1999-025CVL","FENGYUN 1C DEB","32214","PRC","103.50","99.04","1063","785","SMALL","0","1999-05-10",""
"1999-025CVK","FENGYUN 1C DEB","32213","PRC","103.05","99.21","1035","771","SMALL","0","1999-05-10",""
"1999-025CVJ","FENGYUN 1C DEB","32212","PRC","99.96","99.57","854","659","SMALL","0","1999-05-10",""
"1999-025CVH","FENGYUN 1C DEB","32211","PRC","103.36","98.58","1016","819","SMALL","0","1999-05-10",""
"1999-025CVG","FENGYUN 1C DEB","32210","PRC","102.33","98.93","921","817","SMALL","0","1999-05-10",""
"1999-025CVF","FENGYUN 1C DEB","32209","PRC","106.87","99.42","1327","837","SMALL","0","1999-05-10",""
"1999-025CVD","FENGYUN 1C DEB","32207","PRC","100.02","99.86","820","699","SMALL","0","1999-05-10",""
"1999-025CVB","FENGYUN 1C DEB","32205","PRC","101.84","98.68","855","837","SMALL","0","1999-05-10",""
"1999-025CUZ","FENGYUN 1C DEB","32203","PRC","93.01","97.01","505","339","SMALL","0","1999-05-10",""
"1999-025CUX","FENGYUN 1C DEB","32201","PRC","102.45","99.13","980","769","SMALL","0","1999-05-10",""
"1999-025CUW","FENGYUN 1C DEB","32200","PRC","101.69","98.78","869","809","SMALL","0","1999-05-10",""
"1999-025CUU","FENGYUN 1C DEB","32198","PRC","102.17","98.34","930","793","SMALL","0","1999-05-10",""
"1999-025CUT","FENGYUN 1C DEB","32197","PRC","100.50","98.90","899","666","SMALL","0","1999-05-10",""
"1999-025CUR","FENGYUN 1C DEB","32195","PRC","102.23","98.78","914","814","SMALL","0","1999-05-10",""
"1999-025CUP","FENGYUN 1C DEB","32193","PRC","100.05","98.47","814","707","SMALL","0","1999-05-10",""
"1999-025CUN","FENGYUN 1C DEB","32192","PRC","104.15","98.65","1088","822","SMALL","0","1999-05-10",""
"1999-025CUM","FENGYUN 1C DEB","32191","PRC","101.00","98.70","871","741","SMALL","0","1999-05-10",""
"1999-025CUK","FENGYUN 1C DEB","32189","PRC","101.04","98.97","833","782","SMALL","0","1999-05-10",""
"1999-025CUH","FENGYUN 1C DEB","32187","PRC","106.62","99.50","1288","852","SMALL","0","1999-05-10",""
"1999-025CUG","FENGYUN 1C DEB","32186","PRC","104.60","99.60","1176","776","SMALL","0","1999-05-10",""
"1999-025CUF","FENGYUN 1C DEB","32185","PRC","95.08","98.90","614","431","SMALL","0","1999-05-10",""
"1999-025CUE","FENGYUN 1C DEB","32184","PRC","92.04","98.12","401","349","SMALL","0","1999-05-10",""
"1999-025CUD","FENGYUN 1C DEB","32183","PRC","102.11","98.70","889","828","SMALL","0","1999-05-10",""
"1999-025CUC","FENGYUN 1C DEB","32182","PRC","101.20","98.23","901","730","SMALL","0","1999-05-10",""
"1999-025CUB","FENGYUN 1C DEB","32181","PRC","98.85","99.47","755","652","SMALL","0","1999-05-10",""
"1999-025CUA","FENGYUN 1C DEB","32180","PRC","104.17","99.58","1056","855","SMALL","0","1999-05-10",""
"1999-025CTZ","FENGYUN 1C DEB","32179","PRC","102.58","98.90","986","776","SMALL","0","1999-05-10",""
"1999-025CTY","FENGYUN 1C DEB","32178","PRC","101.17","100.31","882","746","SMALL","0","1999-05-10",""
"1999-025CTX","FENGYUN 1C DEB","32177","PRC","98.82","99.04","738","666","SMALL","0","1999-05-10",""
"1999-025CTW","FENGYUN 1C DEB","32176","PRC","98.61","99.39","724","660","SMALL","0","1999-05-10",""
"1999-025CTV","FENGYUN 1C DEB","32175","PRC","103.20","98.83","1019","801","SMALL","0","1999-05-10",""
"1999-025CTU","FENGYUN 1C DEB","32174","PRC","101.55","98.59","942","723","SMALL","0","1999-05-10",""
"1999-025CTT","FENGYUN 1C DEB","32173","PRC","100.95","99.60","854","753","SMALL","0","1999-05-10",""
"1999-025CTS","FENGYUN 1C DEB","32172","PRC","93.29","99.04","460","411","SMALL","0","1999-05-10",""
"1999-025CTR","FENGYUN 1C DEB","32171","PRC","107.21","102.80","1458","737","SMALL","0","1999-05-10",""
"1999-025CTP","FENGYUN 1C DEB","32169","PRC","97.83","98.56","680","630","SMALL","0","1999-05-10",""
"1999-025CTN","FENGYUN 1C DEB","32168","PRC","103.85","101.65","1116","766","SMALL","0","1999-05-10",""
"1999-025CTM","FENGYUN 1C DEB","32167","PRC","100.62","98.48","904","672","SMALL","0","1999-05-10",""
"1999-025CTK","FENGYUN 1C DEB","32165","PRC","102.96","98.60","1004","794","SMALL","0","1999-05-10",""
"1999-025CTJ","FENGYUN 1C DEB","32164","PRC","99.40","99.33","818","642","SMALL","0","1999-05-10",""
"1999-025CTH","FENGYUN 1C DEB","32163","PRC","99.75","99.54","783","710","SMALL","0","1999-05-10",""
"1999-025CTG","FENGYUN 1C DEB","32162","PRC","98.42","99.45","715","651","SMALL","0","1999-05-10",""
"1999-025CTF","FENGYUN 1C DEB","32161","PRC","102.71","98.83","986","788","SMALL","0","1999-05-10",""
"1999-025CTE","FENGYUN 1C DEB","32160","PRC","100.15","98.89","824","707","SMALL","0","1999-05-10",""
"1999-025CTA","FENGYUN 1C DEB","32156","PRC","100.55","99.36","843","727","SMALL","0","1999-05-10",""
"1999-025CSZ","FENGYUN 1C DEB","32155","PRC","100.48","98.96","832","730","SMALL","0","1999-05-10",""
"1999-025CSX","FENGYUN 1C DEB","32153","PRC","99.39","98.77","877","582","SMALL","0","1999-05-10",""
"1999-025CSW","FENGYUN 1C DEB","32152","PRC","98.77","98.76","738","662","SMALL","0","1999-05-10",""
"1999-025CSU","FENGYUN 1C DEB","32150","PRC","98.57","99.19","810","570","SMALL","0","1999-05-10",""
"1999-025CSQ","FENGYUN 1C DEB","32146","PRC","99.72","98.89","809","682","SMALL","0","1999-05-10",""
"1999-025CSM","FENGYUN 1C DEB","32143","PRC","101.55","98.61","906","758","SMALL","0","1999-05-10",""
"1999-025CSK","FENGYUN 1C DEB","32141","PRC","102.59","98.75","935","827","SMALL","0","1999-05-10",""
"1999-025CSH","FENGYUN 1C DEB","32139","PRC","100.39","98.49","930","624","SMALL","0","1999-05-10",""
"1999-025CSG","FENGYUN 1C DEB","32138","PRC","100.63","98.92","802","775","SMALL","0","1999-05-10",""
"1999-025CSF","FENGYUN 1C DEB","32137","PRC","97.12","98.44","749","493","SMALL","0","1999-05-10",""
"1999-025CSE","FENGYUN 1C DEB","32136","PRC","100.12","98.27","812","717","SMALL","0","1999-05-10",""
"1999-025CSC","FENGYUN 1C DEB","32134","PRC","101.28","98.60","1007","632","SMALL","0","1999-05-10",""
"1999-025CSB","FENGYUN 1C DEB","32133","PRC","101.54","98.43","856","807","SMALL","0","1999-05-10",""
"1999-025CSA","FENGYUN 1C DEB","32132","PRC","99.42","98.40","790","672","SMALL","0","1999-05-10",""
"1999-025CRY","FENGYUN 1C DEB","32130","PRC","100.15","98.91","825","706","SMALL","0","1999-05-10",""
"1999-025CRX","FENGYUN 1C DEB","32129","PRC","100.73","99.06","844","743","SMALL","0","1999-05-10",""
"1999-025CRW","FENGYUN 1C DEB","32128","PRC","103.27","99.02","1203","624","SMALL","0","1999-05-10",""
"1999-025CRV","FENGYUN 1C DEB","32127","PRC","105.91","99.25","1246","828","SMALL","0","1999-05-10",""
"1999-025CRU","FENGYUN 1C DEB","32126","PRC","106.12","99.11","1256","838","SMALL","0","1999-05-10",""
"1999-025CRT","FENGYUN 1C DEB","32125","PRC","97.83","99.07","774","535","SMALL","0","1999-05-10",""
"1999-025CRR","FENGYUN 1C DEB","32123","PRC","98.51","98.95","801","574","SMALL","0","1999-05-10",""
"1999-025CRM","FENGYUN 1C DEB","32119","PRC","102.64","99.88","945","822","SMALL","0","1999-05-10",""
"1999-025CRK","FENGYUN 1C DEB","32117","PRC","101.10","98.60","830","792","SMALL","0","1999-05-10",""
"1999-025CRH","FENGYUN 1C DEB","32115","PRC","101.17","98.92","833","796","SMALL","0","1999-05-10",""
"1999-025CRG","FENGYUN 1C DEB","32114","PRC","97.35","99.93","663","601","SMALL","0","1999-05-10",""
"1999-025CRF","FENGYUN 1C DEB","32113","PRC","103.25","99.02","1085","739","SMALL","0","1999-05-10",""
"1999-025CRD","FENGYUN 1C DEB","32111","PRC","100.58","98.45","872","700","SMALL","0","1999-05-10",""
"1999-025CRC","FENGYUN 1C DEB","32110","PRC","100.73","99.55","818","769","SMALL","0","1999-05-10",""
"1999-025CRB","FENGYUN 1C DEB","32109","PRC","100.40","98.35","925","630","SMALL","0","1999-05-10",""
"1999-025CQZ","FENGYUN 1C DEB","32107","PRC","102.49","99.08","928","825","SMALL","0","1999-05-10",""
"1999-025CQY","FENGYUN 1C DEB","32106","PRC","100.82","101.46","875","720","SMALL","0","1999-05-10",""
"1999-025CQX","FENGYUN 1C DEB","32105","PRC","107.41","103.48","1404","809","SMALL","0","1999-05-10",""
"1999-025CQW","FENGYUN 1C DEB","32104","PRC","104.57","97.65","1213","735","SMALL","0","1999-05-10",""
"1999-025CQT","FENGYUN 1C DEB","32101","PRC","102.70","99.03","976","797","SMALL","0","1999-05-10",""
"1999-025CQR","FENGYUN 1C DEB","32099","PRC","103.45","98.29","1172","672","SMALL","0","1999-05-10",""
"1999-025CQQ","FENGYUN 1C DEB","32098","PRC","101.38","98.62","964","684","SMALL","0","1999-05-10",""
"1999-025CQN","FENGYUN 1C DEB","32096","PRC","103.57","99.07","1024","830","SMALL","0","1999-05-10",""
"1999-025CQM","FENGYUN 1C DEB","32095","PRC","101.69","98.64","894","782","SMALL","0","1999-05-10",""
"1999-025CQL","FENGYUN 1C DEB","32094","PRC","102.07","98.75","883","830","SMALL","0","1999-05-10",""
"1999-025CQK","FENGYUN 1C DEB","32093","PRC","100.15","98.92","822","709","SMALL","0","1999-05-10",""
"1999-025CQJ","FENGYUN 1C DEB","32092","PRC","101.53","98.84","856","806","SMALL","0","1999-05-10",""
"1999-025CQG","FENGYUN 1C DEB","32090","PRC","101.04","99.04","857","760","SMALL","0","1999-05-10",""
"1999-025CQF","FENGYUN 1C DEB","32089","PRC","101.82","98.66","925","765","SMALL","0","1999-05-10",""
"1999-025CQE","FENGYUN 1C DEB","32088","PRC","108.65","102.41","1511","818","SMALL","0","1999-05-10",""
"1999-025CQC","FENGYUN 1C DEB","32086","PRC","105.17","99.27","1220","785","SMALL","0","1999-05-10",""
"1999-057QT","CBERS 1 DEB","32079","CHBZ","99.65","98.76","745","739","SMALL","0","1999-10-14",""
"1999-057QF","CBERS 1 DEB","32067","CHBZ","99.67","98.30","748","738","SMALL","0","1999-10-14",""
"2007-042B","CZ-4B R/B","32063","PRC","99.15","98.20","757","678","LARGE","0","2007-09-19",""
"2007-042A","CBERS 2B","32062","CHBZ","99.90","98.38","776","732","LARGE","0","2007-09-19",""
"2007-041A","WORLDVIEW 1","32060","US","94.48","97.38","495","492","LARGE","0","2007-09-18",""
"2007-039D","H-2A R/B","32057","JPN","","","","","","0","2007-09-14","SELENOCENTRIC ORBIT (MOON)"
"2007-039C","VRAD","32056","JPN","","","","","","0","2007-09-14","SELENOCENTRIC ORBIT (MOON)"
"2007-038B","SL-8 R/B","32053","CIS","104.61","82.98","996","957","LARGE","0","2007-09-11",""
"2007-038A","COSMOS 2429","32052","CIS","104.72","82.98","1009","953","LARGE","0","2007-09-11",""
"2007-037A","INSAT 4CR","32050","IND","1451.29","6.57","36098","36069","LARGE","0","2007-09-02",""
"2006-006AA","BREEZE-M DEB","32047","CIS","222.71","51.35","11074","512","MEDIUM","0","2006-02-28",""
"2006-006X","BREEZE-M DEB","32044","CIS","300.09","50.87","15850","1089","SMALL","0","2006-02-28",""
"2006-006W","BREEZE-M DEB","32043","CIS","277.20","51.65","14892","517","MEDIUM","0","2006-02-28",""
"2006-006V","BREEZE-M DEB","32042","CIS","270.11","51.64","14470","457","MEDIUM","0","2006-02-28",""
"2006-006U","BREEZE-M DEB","32041","CIS","192.79","51.73","9017","336","SMALL","0","2006-02-28",""
"2006-006T","BREEZE-M DEB","32040","CIS","248.60","51.62","13051","386","SMALL","0","2006-02-28",""
"2006-006R","BREEZE-M DEB","32038","CIS","271.34","51.66","14548","463","LARGE","0","2006-02-28",""
"2006-006Q","BREEZE-M DEB","32037","CIS","245.17","51.66","12811","385","SMALL","0","2006-02-28",""
"2006-006P","BREEZE-M DEB","32036","CIS","272.03","51.67","14575","483","SMALL","0","2006-02-28",""
"2006-006N","BREEZE-M DEB","32035","CIS","252.05","50.78","13113","566","MEDIUM","0","2006-02-28",""
"2006-006M","BREEZE-M DEB","32034","CIS","274.85","51.68","14748","502","MEDIUM","0","2006-02-28",""
"2006-006L","BREEZE-M DEB","32033","CIS","271.80","51.70","14558","484","SMALL","0","2006-02-28",""
"2006-006K","BREEZE-M DEB","32032","CIS","234.25","51.47","11783","636","MEDIUM","0","2006-02-28",""
"2006-006J","BREEZE-M DEB","32031","CIS","278.47","51.48","14878","617","MEDIUM","0","2006-02-28",""
"2006-006H","BREEZE-M DEB","32030","CIS","240.43","51.70","12501","359","MEDIUM","0","2006-02-28",""
"2006-006G","BREEZE-M DEB","32029","CIS","273.58","51.55","14704","459","MEDIUM","0","2006-02-28",""
"2006-006F","BREEZE-M DEB","32028","CIS","265.83","51.74","14139","495","MEDIUM","0","2006-02-28",""
"2006-006D","BREEZE-M DEB","32026","CIS","204.56","51.37","9558","687","LARGE","0","2006-02-28",""
"2006-006C","BREEZE-M DEB","32025","CIS","273.36","51.67","14657","492","LARGE","0","2006-02-28",""
"1997-070J","SL-12 DEB","32024","CIS","127.53","46.99","3625","405","MEDIUM","0","1997-11-12",""
"2007-036D","ARIANE 5 R/B","32021","FR","583.12","2.10","33197","288","LARGE","0","2007-08-14",""
"2007-036B","BSAT-3A","32019","JPN","1452.45","1.36","36121","36091","LARGE","0","2007-08-14",""
"2007-036A","SPACEWAY 3","32018","US","1452.55","3.70","36119","36097","LARGE","0","2007-08-14",""
"2004-021J","SL-16 DEB","32006","CIS","103.56","71.10","1052","803","SMALL","0","2004-06-10",""
"2004-021H","SL-16 DEB","32005","CIS","103.68","71.09","1081","784","SMALL","0","2004-06-10",""
"2007-034B","DELTA 2 R/B(2)","32004","US","","","","","","0","2007-08-04","HELIOCENTRIC ORBIT (SUN)"
"1969-009C","ISIS 1 DEB","31999","CA","116.79","88.39","2510","563","SMALL","0","1969-01-30",""
"1999-025CQA","FENGYUN 1C DEB","31997","PRC","105.80","102.51","1246","818","SMALL","0","1999-05-10",""
"1999-025CPZ","FENGYUN 1C DEB","31996","PRC","106.43","99.28","1291","831","SMALL","0","1999-05-10",""
"1999-025CPY","FENGYUN 1C DEB","31995","PRC","103.62","98.38","1034","825","SMALL","0","1999-05-10",""
"1999-025CPX","FENGYUN 1C DEB","31994","PRC","103.17","98.54","1026","791","SMALL","0","1999-05-10",""
"1999-025CPW","FENGYUN 1C DEB","31993","PRC","108.45","99.24","1479","831","SMALL","0","1999-05-10",""
"1999-025CPV","FENGYUN 1C DEB","31992","PRC","108.83","99.17","1581","765","SMALL","0","1999-05-10",""
"1999-025CPU","FENGYUN 1C DEB","31991","PRC","105.78","100.49","1212","850","SMALL","0","1999-05-10",""
"1999-025CPT","FENGYUN 1C DEB","31990","PRC","106.10","99.16","1239","853","SMALL","0","1999-05-10",""
"1999-025CPS","FENGYUN 1C DEB","31989","PRC","103.32","99.20","1001","830","SMALL","0","1999-05-10",""
"1999-025CPR","FENGYUN 1C DEB","31988","PRC","101.35","98.13","868","777","SMALL","0","1999-05-10",""
"1999-025CPQ","FENGYUN 1C DEB","31987","PRC","99.61","99.05","776","704","SMALL","0","1999-05-10",""
"1999-025CPP","FENGYUN 1C DEB","31986","PRC","101.79","99.72","933","753","SMALL","0","1999-05-10",""
"1999-025CPN","FENGYUN 1C DEB","31985","PRC","101.19","98.22","925","705","SMALL","0","1999-05-10",""
"1999-025CPM","FENGYUN 1C DEB","31984","PRC","101.19","98.56","861","769","SMALL","0","1999-05-10",""
"1999-025CPJ","FENGYUN 1C DEB","31981","PRC","108.03","98.44","1430","842","SMALL","0","1999-05-10",""
"1999-025CPH","FENGYUN 1C DEB","31980","PRC","108.09","97.60","1458","819","SMALL","0","1999-05-10",""
"1999-025CPG","FENGYUN 1C DEB","31979","PRC","105.12","99.37","1196","804","SMALL","0","1999-05-10",""
"1999-025CPF","FENGYUN 1C DEB","31978","PRC","105.62","98.39","1220","828","SMALL","0","1999-05-10",""
"1999-025CPE","FENGYUN 1C DEB","31977","PRC","104.33","98.19","1169","758","SMALL","0","1999-05-10",""
"1999-025CPD","FENGYUN 1C DEB","31976","PRC","98.14","100.00","703","637","SMALL","0","1999-05-10",""
"1999-025CPB","FENGYUN 1C DEB","31974","PRC","100.67","98.38","842","739","SMALL","0","1999-05-10",""
"1999-025CNZ","FENGYUN 1C DEB","31972","PRC","102.30","99.20","923","812","SMALL","0","1999-05-10",""
"1999-025CNT","FENGYUN 1C DEB","31966","PRC","98.05","99.02","725","605","SMALL","0","1999-05-10",""
"1999-025CNS","FENGYUN 1C DEB","31965","PRC","101.00","99.05","831","781","SMALL","0","1999-05-10",""
"1999-025CNR","FENGYUN 1C DEB","31964","PRC","98.61","98.70","714","670","SMALL","0","1999-05-10",""
"1999-025CNQ","FENGYUN 1C DEB","31963","PRC","100.52","101.70","961","605","SMALL","0","1999-05-10",""
"1999-025CNM","FENGYUN 1C DEB","31960","PRC","103.11","99.69","1014","798","SMALL","0","1999-05-10",""
"1999-025CNL","FENGYUN 1C DEB","31959","PRC","99.43","98.51","752","711","SMALL","0","1999-05-10",""
"1999-025CNJ","FENGYUN 1C DEB","31957","PRC","100.13","99.50","803","727","SMALL","0","1999-05-10",""
"1999-025CNH","FENGYUN 1C DEB","31956","PRC","100.71","99.50","820","765","SMALL","0","1999-05-10",""
"1999-025CNG","FENGYUN 1C DEB","31955","PRC","98.27","99.28","707","645","SMALL","0","1999-05-10",""
"1999-025CNF","FENGYUN 1C DEB","31954","PRC","102.91","98.15","965","828","SMALL","0","1999-05-10",""
"1999-025CND","FENGYUN 1C DEB","31952","PRC","99.04","98.96","794","631","SMALL","0","1999-05-10",""
"1999-025CNA","FENGYUN 1C DEB","31949","PRC","101.62","98.55","927","744","SMALL","0","1999-05-10",""
"1999-025CMZ","FENGYUN 1C DEB","31948","PRC","100.78","99.38","815","776","SMALL","0","1999-05-10",""
"1999-025CMX","FENGYUN 1C DEB","31946","PRC","101.64","98.89","897","776","SMALL","0","1999-05-10",""
"1999-025CMW","FENGYUN 1C DEB","31945","PRC","101.31","98.96","865","777","SMALL","0","1999-05-10",""
"1999-025CMV","FENGYUN 1C DEB","31944","PRC","101.98","99.21","963","742","SMALL","0","1999-05-10",""
"1999-025CMP","FENGYUN 1C DEB","31938","PRC","96.22","98.92","681","474","SMALL","0","1999-05-10",""
"1999-025CMN","FENGYUN 1C DEB","31937","PRC","97.33","99.25","743","518","SMALL","0","1999-05-10",""
"1999-025CML","FENGYUN 1C DEB","31935","PRC","101.39","99.73","873","776","SMALL","0","1999-05-10",""
"1999-025CMK","FENGYUN 1C DEB","31934","PRC","94.96","98.87","537","497","SMALL","0","1999-05-10",""
"1999-025CMH","FENGYUN 1C DEB","31932","PRC","102.28","97.76","962","771","MEDIUM","0","1999-05-10",""
"1999-025CMG","FENGYUN 1C DEB","31931","PRC","107.25","97.82","1416","782","SMALL","0","1999-05-10",""
"1999-025CMF","FENGYUN 1C DEB","31930","PRC","103.59","98.28","1158","699","LARGE","0","1999-05-10",""
"1999-025CME","FENGYUN 1C DEB","31929","PRC","100.34","98.79","827","722","SMALL","0","1999-05-10",""
"1999-025CMD","FENGYUN 1C DEB","31926","PRC","100.58","98.95","813","760","SMALL","0","1999-05-10",""
"1999-025CMB","FENGYUN 1C DEB","31924","PRC","105.56","98.40","1223","818","SMALL","0","1999-05-10",""
"1999-025CMA","FENGYUN 1C DEB","31923","PRC","106.26","98.43","1278","829","SMALL","0","1999-05-10",""
"1999-025CLZ","FENGYUN 1C DEB","31922","PRC","103.83","98.81","1057","822","SMALL","0","1999-05-10",""
"1999-025CLY","FENGYUN 1C DEB","31921","PRC","104.69","99.34","1129","832","SMALL","0","1999-05-10",""
"1999-025CLW","FENGYUN 1C DEB","31919","PRC","99.58","99.11","811","666","SMALL","0","1999-05-10",""
"1999-025CLU","FENGYUN 1C DEB","31917","PRC","100.15","98.37","902","629","SMALL","0","1999-05-10",""
"1999-025CLT","FENGYUN 1C DEB","31916","PRC","100.49","99.32","885","678","SMALL","0","1999-05-10",""
"1999-025CLS","FENGYUN 1C DEB","31915","PRC","101.66","98.63","911","764","SMALL","0","1999-05-10",""
"1999-025CLR","FENGYUN 1C DEB","31914","PRC","98.91","99.02","835","578","SMALL","0","1999-05-10",""
"1999-025CLQ","FENGYUN 1C DEB","31913","PRC","103.43","99.29","1061","781","SMALL","0","1999-05-10",""
"1999-025CLP","FENGYUN 1C DEB","31912","PRC","108.89","98.84","1590","761","SMALL","0","1999-05-10",""
"1999-025CLN","FENGYUN 1C DEB","31911","PRC","108.78","98.73","1578","763","SMALL","0","1999-05-10",""
"1999-025CLM","FENGYUN 1C DEB","31910","PRC","99.43","97.66","892","571","SMALL","0","1999-05-10",""
"1999-025CLH","FENGYUN 1C DEB","31906","PRC","101.02","98.69","843","771","SMALL","0","1999-05-10",""
"1999-025CLG","FENGYUN 1C DEB","31905","PRC","100.45","99.16","919","641","SMALL","0","1999-05-10",""
"1999-025CLF","FENGYUN 1C DEB","31904","PRC","103.47","98.92","1056","789","SMALL","0","1999-05-10",""
"1999-025CLE","FENGYUN 1C DEB","31903","PRC","98.55","99.28","780","599","SMALL","0","1999-05-10",""
"1999-025CLD","FENGYUN 1C DEB","31902","PRC","101.16","98.52","943","685","SMALL","0","1999-05-10",""
"1999-025CLC","FENGYUN 1C DEB","31901","PRC","103.29","98.61","1010","818","SMALL","0","1999-05-10",""
"1999-025CLA","FENGYUN 1C DEB","31899","PRC","104.07","102.08","1081","820","SMALL","0","1999-05-10",""
"1999-025CKZ","FENGYUN 1C DEB","31898","PRC","98.00","98.71","764","562","SMALL","0","1999-05-10",""
"1999-025CKY","FENGYUN 1C DEB","31897","PRC","101.42","98.83","890","762","SMALL","0","1999-05-10",""
"1999-025CKW","FENGYUN 1C DEB","31895","PRC","104.66","99.09","1144","814","SMALL","0","1999-05-10",""
"1999-025CKU","FENGYUN 1C DEB","31893","PRC","98.36","99.08","804","557","SMALL","0","1999-05-10",""
"1999-025CKT","FENGYUN 1C DEB","31892","PRC","99.88","99.29","894","611","SMALL","0","1999-05-10",""
"1999-025CKS","FENGYUN 1C DEB","31891","PRC","105.40","99.40","1179","847","SMALL","0","1999-05-10",""
"1999-025CKR","FENGYUN 1C DEB","31890","PRC","102.12","98.72","912","806","SMALL","0","1999-05-10",""
"1999-025CKP","FENGYUN 1C DEB","31888","PRC","100.36","99.16","790","761","SMALL","0","1999-05-10",""
"1999-025CKN","FENGYUN 1C DEB","31887","PRC","98.72","99.53","717","678","SMALL","0","1999-05-10",""
"1999-025CKM","FENGYUN 1C DEB","31886","PRC","101.30","99.21","863","777","SMALL","0","1999-05-10",""
"1999-025CKJ","FENGYUN 1C DEB","31883","PRC","98.05","99.03","751","580","SMALL","0","1999-05-10",""
"1999-025CKH","FENGYUN 1C DEB","31882","PRC","101.91","98.92","875","822","SMALL","0","1999-05-10",""
"1999-025CKF","FENGYUN 1C DEB","31880","PRC","103.63","100.03","1023","838","SMALL","0","1999-05-10",""
"1999-025CKE","FENGYUN 1C DEB","31879","PRC","99.78","99.70","896","600","SMALL","0","1999-05-10",""
"1999-025CKD","FENGYUN 1C DEB","31878","PRC","96.79","99.44","663","546","SMALL","0","1999-05-10",""
